0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
-0.22999798927026316	0.07341485188338391	-0.08636713642780133	-0.22424496588891601	-0.13062680538740265	0.1726481266676905	0.0331450110443337	-0.2660210916786406	-0.12171329143440549	0.20290300800242408	0.10564350769693732	0.13549773208614954	0.4532022300254335	-0.14584406812927567	0.16196632690660795	0.48448049879189115	-0.0033908666939409	0.1425480533378077	0.2793504239904423	-0.27477282533269815	0.09172844777415377	-0.09548097738495046	0.02157314510963114	-0.01562274105427788
-0.2421717078406628	-0.03296261817932341	-0.06656210205881809	-0.044719215275518726	-0.10246533571890087	-0.06646015917587644	0.03988353444681166	0.029693322884195378	-0.16630160327012602	-0.06622734420291615	-0.04265788342141864	-0.16558054227182378	-0.12100369492863516	0.04771919587782733	-0.08270567171124958	0.15788465724915096	-0.08034259247268845	0.001931396099984697	0.06646636820978846	0.27799652156529314	-0.11516929672154412	-0.02802602880759561	0.3601007292670829	-0.758024636300314
-0.24179062804419232	-0.03528315346833047	-0.03587547778004247	-0.11738467793802868	-0.04352937952695032	-0.09629479635997892	0.06386395783550126	-0.00693977525609515	-0.12405331068746213	0.045388978868938085	-0.017005191792976253	-0.06769771259230184	-0.11341759544031112	-0.017918968201125852	-0.1837811563837464	-0.34696576148576014	-0.09763425350895036	0.0632757414300895	0.03326754379170031	-0.5250136041730274	0.24743000517530198	0.3791534920506322	0.4637680618268293	0.09961380808899443
-0.1971333978907297	0.20241727495023532	-0.24995811583369262	-0.23525947813282871	-0.0763136769656646	0.4089190836653038	-0.09959669839891452	-0.2525004921767977	-0.0315402701890207	0.3467817151654081	0.09488343707322576	0.11915990725769657	0.0003697643383987713	-0.17036014805025473	-0.1211213717955378	-0.37248101024949976	-0.029092767690925753	-0.20837426577494392	-0.22618999665103262	0.3325450133198944	-0.11259158292624845	0.09093741382909538	-0.03689440935395041	0.020334470243043388
0.2030514551502816	-0.1845639982982949	-0.2469299389822084	-0.22738474542483522	-0.13523092815456944	-0.1254066963845002	-0.0010007792577683208	-0.4361855003574267	-0.025402558322113227	-0.22025123432965735	-0.03507973662145016	-0.03817085077727427	-0.1591718626866974	0.07099907085331163	0.5313651912011295	-0.11010715960528218	0.2009205696659316	-0.061370577368711585	-0.09989556714342246	-0.16554650468042764	-0.343370399542535	0.030909818817059443	0.10195766688921841	-0.01697576527533498
0.14883307504675164	-0.32942704999156014	-0.2949349870780821	-0.2860618052021523	-0.13614001384547386	0.10209527747767427	-0.12832501996447543	0.49095825425580003	-0.05008557809192657	0.12254486245362907	-0.034270584368116135	0.08363236217898147	-0.10944006687761686	-0.026283843569341228	0.3490438269708362	0.04609994993582586	-0.395371051266166	-0.0668699218937316	-0.01210648320556279	0.06204279306004044	0.291544379147142	0.007337204886220967	-0.04342320629215077	0.0009897004600499873
-0.23381559657438258	0.05591928714034303	-0.19605253337777837	-0.043932099235244104	-0.09522034535589047	0.009276616915347	0.011186828189217268	0.004007278953938148	-0.15607755001768717	-0.0022097978001933394	-0.026630719289274747	-0.19680335116466807	-0.32449968378296107	0.023754268373304663	-0.10522912069154768	-0.1254706781363218	0.21021689285301987	-0.07382959193178544	0.0022701155832018636	-0.3462306296171687	0.22693809155590594	-0.45732459580088763	-0.4851021266985282	-0.17482214982708433
0.2404414517120611	-0.007899172290855294	0.08421719600422078	0.056237411764177285	0.15932701164935034	0.06772603006683806	-0.09389452033156444	-0.035657269606788625	0.1390774478968694	0.09055460760712031	0.09832691323590194	0.1936454508886237	0.08447945388789936	-0.07185979500444625	0.03391234775297387	-0.10027937248212797	-0.0003314809208397409	0.05881563977993664	-0.028025307868089763	-0.281772558922094	0.022453208031720524	0.4763201648065465	-0.4012287050193753	-0.5670843580604898
-0.1947454996012014	-0.21424882327935182	0.2959323965761234	-0.17021820193502238	-0.033421825149598426	-0.30872739758099166	0.2821913614224909	-0.0013533013325297124	-0.17032689733379383	-0.08003026276835125	-0.030324735869541788	0.03220550624808064	0.4511077627306838	-0.04580732128111695	0.054051086539689625	-0.37232020629443935	-0.3256651534870536	-0.14944482806323706	-0.07865198495117925	0.013978655313104384	-0.15113501153219255	-0.16867101146577515	-0.22189278333087242	-0.06118445315224027
-0.12720087342060132	-0.39424353699796183	0.11780568687736069	0.029020786068870173	0.5427089088407919	-0.06666520342002015	-0.2424794469544667	-0.14000312776845678	-0.37403330820725583	0.050307191903544615	0.4072045549839339	0.09259917606003043	-0.22637515242667872	-0.22130280208515424	0.010665575296908134	0.07940722727568926	0.01582449236314855	0.005726909034423228	-0.0017557148813619249	0.06055124584893321	-0.006851703620009697	-0.062067325725671384	0.023025522944482884	0.066732365936805
-0.21514188558009656	0.07639974671080738	0.04253308118342971	-0.35555926671188653	0.21205665215378977	-0.3187200062610911	0.027118917270613274	0.026501785697158206	0.16641690303743129	0.23751660511665076	-0.1730143922353178	0.5331555014057995	-0.18523745459925092	0.4576902986807172	-0.029797153273939805	0.09326743066863917	0.12537224484873763	0.028246734894565386	-0.021476121544279185	0.04200920829816323	-0.019072004194149967	-0.023068901486772	-0.018222608232363213	-0.0031292199246949173
-0.20534820212132907	0.18561784075432652	0.012258445662163792	-0.34582229238933254	0.04810596751772192	-0.17245389738209924	-0.22703901216923061	0.14905386589688438	0.5163383431683622	-0.2286407848715948	0.5391962001961488	-0.2752982701103913	0.06444115062609895	-0.04400758324697429	0.0636956185492019	-0.02940012263659961	0.006568993790933028	-0.016153804295007436	0.030002029298766716	0.01122287140437743	-0.0001984220078804701	-0.007688236885859446	0.0013087619494848487	-0.003327565080416237
-0.19728008074143516	-0.09920416398912597	-0.22327082740591123	-0.11501403284118744	0.5171592148318842	0.31237026747136637	-0.1576547488319505	-0.0027791808232872483	0.11994974757902392	-0.4333068797577541	-0.47671471403338433	-0.06164032747643235	0.24118848923298736	0.025266302990686686	-0.04412189700372532	-0.03586237141946329	-0.005360167318845481	-0.022530796250896653	0.027477971803063612	-0.028622113561859477	0.027531876706086884	-0.0005695184139949516	-0.0020404810073946598	-0.012407265821385858
-0.1925252196851444	-0.27236294553387025	0.2300102246069531	0.03963439399514884	-0.23536094200727722	0.22936246513527214	0.03474968698376069	-0.06109912273507998	0.29398161491757174	-0.13201044302745185	-0.06403377281339313	0.2654019570327514	-0.2799577982048692	-0.20619544377042823	0.039440652573655255	-0.22717863672353508	0.008438189408638237	0.19016312087068307	0.558420291862397	0.10497286084908702	-0.07285430060388799	-0.04453376930067528	-0.04879333366965586	0.011299902608516018
-0.20645536112740245	-0.19218881056062878	0.25721480218069565	-0.022279169905064122	-0.26582291313908607	0.1349543973002767	0.026306229672745863	0.009792631467038765	0.14767468962621255	-0.2713255220897071	-0.039470869791454574	0.24584285895480143	-0.1013450174596115	-0.23942777818657626	-0.08632951798776924	0.31924350347923547	0.09337566668213194	-0.20736770433271062	-0.5936340145200376	-0.11772873450890096	0.09164995875562673	0.04398855080114248	0.03679307117490405	-0.007968819054613342
-0.14459173913476886	-0.4174198222795349	0.16311657386840359	0.14703175416170505	-0.0314545008625079	0.379313468759246	0.04398244744139181	-0.0667166461508979	0.15605461041697521	0.22778790437111066	0.18637239997112767	-0.2626000166965568	0.11276590693955808	0.6257524937862583	0.06794024317362388	-0.02247834108750152	0.05252814615612541	-0.030557362513849967	-0.09551491937990497	-0.04800807659632496	0.01862947374497452	-0.0005030184499999644	0.021625971305874302	-0.010088819481741005
